index,problematic_features
119925,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
119926,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
119933,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
119942,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
119952,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
119963,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
119970,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120038,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
120041,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
120059,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
120102,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120163,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
120164,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
120202,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
120207,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120262,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
120266,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120285,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120364,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120367,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120396,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
120404,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
120405,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
120462,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120471,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
120478,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
120493,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
120518,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120525,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120532,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
120563,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
120612,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120628,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
120654,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120661,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
120679,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120706,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120707,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
120745,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
120779,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
120785,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120804,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120814,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
120899,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
120905,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
120914,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
120950,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
120964,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121006,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121036,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121052,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121077,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121080,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121123,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121124,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121145,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121159,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121168,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
121286,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121291,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121332,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
121341,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121415,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121430,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121443,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121474,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121482,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
121490,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121526,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121528,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121558,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121586,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121592,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121596,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121625,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121631,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121633,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121638,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121666,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121668,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121682,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121702,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121723,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121740,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121786,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121794,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121817,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121846,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121851,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121869,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
121871,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121887,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121915,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121933,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
121946,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122004,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
122035,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122042,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122047,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122048,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122050,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122062,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122086,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122115,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122119,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122124,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122148,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122153,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122174,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122178,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122310,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122322,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122387,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122418,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122425,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122427,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122429,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
122434,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122465,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122489,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122509,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122529,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
122556,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122562,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122573,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122574,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122613,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122622,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122678,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122694,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122732,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122738,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
122757,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122776,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
122800,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
122813,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122817,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122858,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122885,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122903,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
122905,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122922,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
122953,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123025,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
123026,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123070,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
123078,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
123079,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
123091,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
123098,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
123124,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123163,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123186,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123243,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
123280,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123420,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
123439,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
123451,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
123474,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
123496,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123505,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
123519,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123552,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123609,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
123629,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123631,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123635,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123662,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
123683,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123804,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123866,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123874,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123884,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123891,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123904,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123908,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123919,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123959,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123962,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
123988,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124047,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124051,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124053,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124062,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124079,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124084,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124086,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124090,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124117,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124134,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124158,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124194,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124196,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124233,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124257,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124287,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124298,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124301,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124320,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124325,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124330,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124332,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124343,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124351,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124391,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124392,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124399,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124429,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124473,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
124498,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124527,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124537,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124548,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124552,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124560,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124561,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124571,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124596,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124625,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124642,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
124654,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124664,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124670,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124699,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124706,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124721,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124742,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124765,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124771,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124772,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124799,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124804,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
124815,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
124914,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124917,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124933,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124957,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124962,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124966,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124967,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124973,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124975,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
124981,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
124982,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
124983,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125011,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
125013,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125021,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125040,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125041,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125091,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125096,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125115,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125121,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125123,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125126,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125211,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125315,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125342,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125346,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125348,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125369,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125382,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125394,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125399,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
125442,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125465,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125478,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125481,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125490,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125505,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125533,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125553,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
125570,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125605,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.060)']
125612,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
125625,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125640,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125653,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125655,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125668,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125671,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125688,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125691,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125709,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125719,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125736,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125738,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125743,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125757,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125782,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125833,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125834,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125854,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125899,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
125900,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125944,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125963,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125965,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125971,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125972,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125974,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125988,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
125995,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126042,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126054,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126082,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126089,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126107,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126115,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126132,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126134,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
126199,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126206,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126211,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
126242,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126249,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
126264,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126326,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126327,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']"
126374,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126393,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126411,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126435,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126460,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126488,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126557,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126584,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
126633,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126648,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126656,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126697,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126699,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
126702,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126711,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126741,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126742,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126761,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
126764,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126770,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126787,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126840,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126847,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126853,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126854,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126875,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126887,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126898,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126922,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126926,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126929,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126935,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126946,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126949,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
126962,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126963,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126985,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
126999,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
127003,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
127007,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127052,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
127144,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127182,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127184,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
127243,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
127268,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127295,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
127307,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127320,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127346,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127385,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127398,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127404,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
127414,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127427,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
127428,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
127455,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127477,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
127480,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
127504,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
127522,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127523,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
127579,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127587,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127621,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127629,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
127635,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
127638,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
127785,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
127820,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
127836,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
127851,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
127856,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
127999,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128010,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128024,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
128034,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128037,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128051,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128058,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128060,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
128066,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128070,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128071,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
128075,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128077,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128083,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
