index,problematic_features
128091,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128130,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128152,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128160,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']"
128170,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128252,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128257,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128295,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
128308,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128310,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128326,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128328,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128336,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
128375,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
128393,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128396,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128447,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128451,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128473,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128516,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128535,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128537,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128574,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
128620,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128627,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
128659,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128660,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
128728,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128731,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128758,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128761,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128777,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128796,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
128797,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128829,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128834,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128838,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128845,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
128857,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
128899,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
128941,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128963,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128970,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
128991,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129009,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129011,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129051,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129083,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129085,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
129112,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129153,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129173,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129224,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129239,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129240,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129243,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129256,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129280,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129366,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129373,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129411,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
129427,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
129446,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129468,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129470,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129471,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129483,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129584,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129599,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129608,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129632,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129634,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129639,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129649,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129653,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129663,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129702,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129704,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129709,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129723,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
129735,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129752,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129764,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
129776,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
129991,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
130010,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
130037,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
130078,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
130094,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
130144,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130146,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
130166,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
130200,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
130209,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130269,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
130285,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130294,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130295,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
130325,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130335,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130345,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
130375,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130412,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130559,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
130566,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130572,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
130594,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130607,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
130630,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130662,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
130681,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
130704,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130755,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130762,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130810,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
130895,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130914,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
130918,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
130987,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
130994,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131022,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131042,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
131058,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131076,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
131095,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131114,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131118,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131125,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131129,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131159,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131180,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131182,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131185,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131197,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131218,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
131265,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131292,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131301,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131345,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131350,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131358,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131378,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131412,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131456,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131514,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
131530,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131556,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
131589,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131594,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131607,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131627,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131644,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131667,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131691,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131727,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131728,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131738,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131761,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131777,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131847,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131869,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.060)']
131920,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
131924,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
131952,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132009,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132048,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132064,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132065,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132137,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.060)']
132148,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132222,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132233,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132251,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132276,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132285,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132341,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132381,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132393,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132457,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
132475,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132497,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
132502,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132504,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132513,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132518,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132564,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132581,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132604,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132612,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132623,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132652,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132661,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132751,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132768,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132776,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132783,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132802,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132865,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132877,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132881,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
132899,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132933,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
132944,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133048,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
133050,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133059,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133082,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133087,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133091,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133092,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133170,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133182,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133201,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133239,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133272,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133278,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
133311,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
133334,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133357,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133392,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133412,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133447,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133467,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
133490,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133495,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133498,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133564,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133570,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
133588,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133627,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133631,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133649,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133665,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133689,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
133702,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133706,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133711,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133713,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133717,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
133726,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133748,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
133829,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133830,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133831,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133849,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
133893,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133902,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133916,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133920,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
133934,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
133991,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
134040,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134078,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
134085,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134090,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134098,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134123,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134126,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
134127,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134146,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134155,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
134193,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134196,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134202,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
134210,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
134221,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
134278,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
134284,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
134319,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
134344,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134355,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134368,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134390,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
134408,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
134433,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134443,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134464,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134470,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134479,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134488,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134510,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134511,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134533,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134539,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
134553,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134595,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134609,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134664,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134675,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134678,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
134687,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134688,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134735,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134738,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134745,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134753,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134775,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134786,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134812,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
134860,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
134874,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134890,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134893,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134894,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134897,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134907,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134918,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134929,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134954,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134983,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
134984,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134986,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134988,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
134991,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
134999,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135009,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135048,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135081,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135084,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135116,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
135128,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135140,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
135147,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135158,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
135186,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135212,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135260,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
135268,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135278,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135283,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
135327,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135328,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135413,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135421,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135451,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135456,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
135466,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
135481,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135499,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135537,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135559,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135567,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135733,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135756,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135771,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135815,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
135817,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135822,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135836,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
135845,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135852,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135878,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135915,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
135950,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135964,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135971,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
135982,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
135986,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
136051,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
136112,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
136119,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
136144,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
136152,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
136164,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
136201,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
136253,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
136283,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
136302,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
136304,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
136313,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
136331,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
136365,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
136433,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
